"barcode","trip_id","pickup_customer_ref","delivery_customer_ref","category","weight"
"571876772","73363","145","65","A","869"
"571975108","73957","72","124","A","1973"
"572014562","73383","269","211","A","840"
"572084173","73351","131","133","A","679"
"572113224","74044","299","128","A","2116"
"572124667","74011","41","172","A","4845"
"572206176","73520","31","240","A","679"
"572262495","73644","158","34","A","2377"
"572295268","73798","299","230","A","3827"
"572333131","73486","183","150","A","796"
"572373221","73820","34","54","A","1103"
"572537209","73693","4","178","A","1631"
"572649949","73463","94","209","A","1459"
"572672806","73941","228","117","A","3104"
"572755676","74061","159","290","A","4809"
"572769718","73719","39","9","A","2723"
"572940997","72986","169","171","A","455"
"572998048","73542","49","207","A","392"
"573107755","74114","223","33","A","4621"
"573168517","73854","233","11","A","535"
"573176100","73903","23","212","A","3607"
"573201040","73895","273","299","A","2511"
"573247052","73790","28","275","A","2719"
"573265746","73775","156","30","A","3479"
"573296469","73487","170","24","A","2983"
"573401548","73749","293","154","A","4407"
"573480198","73861","212","105","A","681"
"573480709","73417","112","127","A","709"
"573497414","72976","11","276","A","3573"
"573543188","73517","94","11","A","113"
"573562135","73274","127","75","A","4712"
"573594615","74079","58","79","A","2072"
"573625357","73956","180","78","A","3813"
"573658396","73524","280","232","A","2246"
"573666706","73270","204","104","A","4612"
"573703071","73585","6","90","A","4637"
"573703392","73956","180","184","A","2854"
"573750400","73723","45","256","A","2883"
"573783557","73976","19","151","A","2753"
"574084773","74114","223","33","A","2231"
"574153310","73337","137","156","A","2963"
"574195246","73481","274","228","A","2617"
"574202881","73944","239","231","A","218"
"574268996","73782","102","3","A","4171"
"574280031","73300","140","124","A","4801"
"574339242","72969","66","105","A","976"
"574496435","73105","69","64","A","1503"
"574501129","73784","229","217","A","3939"
"574541272","73779","8","39","A","826"
"574580344","73208","222","135","A","4121"
"574665649","72972","3","136","A","2492"
"574727979","73742","254","77","A","2004"
"574735781","73155","55","278","A","1533"
"574753583","72963","67","149","A","2871"
"574758928","73011","299","231","A","2220"
"574841361","73406","107","165","A","4070"
"574897227","74068","46","60","A","3142"
"574898322","74028","219","155","A","1034"
"574928726","73020","113","83","A","3248"
"575251599","73718","25","131","A","4753"
"575449320","73973","177","116","A","4934"
"575467853","73970","231","102","A","4447"
"575524993","73885","104","253","A","4168"
"575600293","73263","66","170","A","3442"
"575645917","73612","79","205","A","2405"
"575736799","74050","187","158","A","464"
"575781989","73066","234","110","A","851"
"575805184","73190","189","54","A","2358"
"575869992","74006","281","96","A","392"
"576062515","73351","2","131","A","838"
"576080298","73782","58","218","A","3275"
"576145496","73447","199","222","A","4532"
"576177854","73750","161","26","A","1443"
"576240932","73768","162","108","A","4547"
"576319120","73965","31","115","A","900"
"576333651","73019","165","254","A","4768"
"576362149","73141","76","150","A","2842"
"576504862","73617","194","6","A","2656"
"576516356","73284","274","156","A","573"
"576662365","73938","132","65","A","1047"
"576756920","74020","27","84","A","1260"
"576794565","73879","136","239","A","3255"
"576830393","73531","77","143","A","3892"
"576836440","73715","4","254","A","4136"
"576944056","74100","236","192","A","3130"
"576953516","73109","47","209","A","1105"
"577074622","73628","219","190","A","2236"
"577180619","74001","26","190","A","1786"
"577239619","73861","23","78","A","4412"
"577297396","73679","229","16","A","869"
"577315788","73714","94","267","A","4920"
"577565881","72948","228","85","A","4471"
"577641017","73906","151","81","A","4204"
"577680246","73914","231","97","A","1932"
"577711939","73945","297","14","A","3190"
"577751486","72967","127","166","A","3281"
"577835854","74088","238","177","A","620"
"577846527","74081","66","4","A","1171"
"577858530","73132","159","250","A","4132"
"578080407","73509","294","245","A","4993"
"578184441","72969","105","30","A","2763"
"578184986","73151","227","46","A","2410"
"578219877","73779","181","140","C","3205"
"578306505","73248","51","88","A","1442"
"578407569","73819","88","69","A","1853"
"578415161","73937","280","177","A","3967"
"578432723","73810","146","96","A","2368"
"578433688","73330","71","188","A","4423"
"578479655","74089","253","286","B","1006"
"578501899","73079","66","218","A","2399"
"578612844","73142","234","153","A","1295"
"578631876","73653","96","61","A","2508"
"578666353","73535","31","113","A","2241"
"578670178","73516","141","253","A","781"
"578898938","73345","186","144","A","1309"
"578902763","73492","188","289","A","101"
"578941731","73497","180","37","A","1356"
"578953296","73691","7","267","A","3057"
"578991339","73119","80","111","A","859"
"579049877","74079","111","79","A","2724"
"579051166","73252","269","215","A","4571"
"579052889","73994","234","182","A","184"
"579079393","73291","64","52","A","3331"
"579084365","73408","207","162","A","4213"
"579322995","73013","140","258","A","4519"
"579327676","73677","283","269","A","3812"
"579469329","74083","20","49","A","2832"
"579506692","74075","172","32","A","1094"
"579534093","73199","124","60","A","1128"
"579612381","73571","264","299","A","305"
"579696528","73182","127","179","A","1414"
"579754131","73641","150","249","A","3939"
"579828419","73934","34","130","A","1186"
"579962934","73617","194","280","A","2971"
"580068343","73217","91","67","A","2535"
"580096379","73176","8","199","A","2265"
"580191443","73394","226","219","A","4676"
"580341319","73459","103","116","B","1891"
"580349579","73078","258","95","A","3221"
"580410065","73116","287","201","A","1194"
"580524922","73736","209","141","A","4079"
"580588921","73880","205","94","A","4132"
"580633330","72958","195","175","A","4495"
"580650748","73837","93","256","A","1373"
"580673853","73918","62","114","A","292"
"580731473","73052","48","265","A","4922"
"580750603","73205","94","257","A","3523"
"580757240","74081","112","4","A","3266"
"580869940","74090","286","265","A","4905"
"580932006","73515","249","7","A","1679"
"580949745","73617","194","280","A","4919"
"580964315","73839","298","136","A","4973"
"581066971","73052","97","274","A","2004"
"581151175","73455","189","211","A","1137"
"581168484","73315","120","287","A","1041"
"581185670","73279","103","73","B","125"
"581210470","73579","139","118","A","3921"
"581250764","74019","146","288","A","3588"
"581266718","73678","135","132","A","3736"
"581272015","73154","144","89","A","1451"
"581292067","73642","256","45","A","1062"
"581303242","73277","211","64","A","3447"
"581440528","73258","219","163","A","4251"
"581481459","73544","229","147","A","1721"
"581575524","73080","232","277","A","3818"
"581606973","73243","113","143","A","625"
"581634112","72981","86","243","A","671"
"581801625","73501","177","123","A","1476"
"581823230","73134","240","210","A","3557"
"581838283","73003","83","101","A","3960"
"581889223","72957","138","128","A","1912"
"581893006","73805","104","18","A","4096"
"581927833","73158","293","131","A","3793"
"581936467","73806","209","151","A","2075"
"581944249","74071","281","102","A","128"
"581963447","73351","189","2","A","3864"
"581974647","72984","138","275","A","4675"
"581994799","73152","294","152","A","939"
"582054838","73079","202","217","A","3340"
"582168076","73436","228","291","A","818"
"582190261","73934","55","213","A","3046"
"582238911","73797","41","223","A","2617"
"582284236","73938","47","65","A","2378"
"582479231","73879","239","98","A","4127"
"582491857","73879","239","182","A","2376"
"582523374","73914","231","97","A","2554"
"582543941","73569","155","44","A","2103"
"582577496","74022","276","193","A","1562"
"582657144","73809","16","286","A","4067"
"582660838","73301","145","9","A","3634"
"582681415","73753","97","37","A","2134"
"582786064","74071","117","281","A","125"
"582909965","73302","208","170","A","4003"
"582929744","73381","289","59","A","1886"
"582947860","74031","75","78","A","3243"
"582948410","74001","225","122","A","3677"
"583087588","73222","286","197","A","4690"
"583108455","73088","243","100","A","4812"
"583166823","73001","82","278","C","146"
"583188554","73511","13","241","A","322"
"583304883","73883","199","81","A","1118"
"583329978","73815","87","237","A","569"
"583332284","73367","79","141","A","469"
"583522596","73408","253","259","B","2639"
"583592092","73318","206","118","A","755"
"583816112","73105","33","180","A","4171"
"583952810","73454","111","209","A","3327"
"583974469","73320","38","252","A","871"
"584036410","73713","2","93","A","975"
"584178077","73505","17","53","A","4015"
"584259613","73139","190","133","A","2005"
"584329112","73532","97","256","A","1124"
"584358614","73249","55","34","A","4151"
"584358737","74008","98","147","A","342"
"584470150","73664","299","266","A","1991"
"584500251","73102","153","26","A","2890"
"584507891","73846","229","246","A","1670"
"584510755","73729","40","275","A","152"
"584527523","72973","143","238","A","3352"
"584608166","73669","142","34","A","4983"
"584639332","73653","230","57","A","1129"
"584768508","73893","164","157","A","3089"
"584811403","73076","46","24","A","1494"
"584851107","73589","99","132","A","3944"
"584883021","73049","65","189","A","1030"
"584887720","73343","26","94","A","572"
"585006365","73538","10","239","A","1944"
"585062566","72952","203","299","A","3256"
"585094524","73377","227","174","A","4207"
"585148627","73843","9","270","A","167"
"585260072","73342","218","280","A","1916"
"585381299","73134","42","177","A","4267"
"585505185","73957","265","83","A","1674"
"585624709","73293","16","186","A","470"
"585687020","73411","96","165","A","2929"
"585787302","73397","114","228","A","1747"
"585941389","73376","245","185","A","4487"
"585996293","73054","234","274","A","1998"
"586011037","73087","43","199","A","2607"
"586029272","73683","254","3","A","3417"
"586082609","73407","99","36","A","2614"
"586097533","73565","70","210","A","1618"
"586320670","72994","187","42","A","1019"
"586363017","73122","204","29","A","2259"
"586418416","73518","32","272","A","4958"
"586419567","73493","149","25","A","4767"
"586485248","73291","220","52","A","2180"
"586519131","73442","173","3","A","4728"
"586579841","74013","88","62","A","1388"
"586659274","73849","107","83","A","2476"
"586752360","73764","102","237","A","4807"
"587093456","72995","76","287","A","4203"
"587101551","73225","12","49","A","851"
"587363897","73840","85","216","A","2831"
"587486527","73779","170","171","A","3289"
"587657144","73394","250","19","A","4565"
"587725620","73337","180","106","A","4201"
"587806601","74054","165","239","A","2791"
"588002936","73789","99","164","A","3102"
"588014726","73146","171","179","A","4571"
"588076678","73300","78","124","A","1835"
"588077996","74111","293","252","A","4986"
"588138622","73444","172","271","A","4669"
"588204632","73163","134","243","A","2629"
"588310927","72989","243","254","A","1461"
"588319650","73806","65","215","A","692"
"588332010","73032","252","123","A","1247"
"588389035","72968","208","286","A","1702"
"588545101","73919","13","81","A","1926"
"588711904","73503","134","180","A","2504"
"588799697","73058","176","52","A","193"
"588929024","73516","62","253","A","1234"
"588931204","73320","73","114","A","2845"
"588951452","73701","178","51","A","1698"
"588952474","73938","87","25","A","2923"
"588961271","73443","44","13","A","639"
"589063885","73824","133","18","A","2546"
"589102029","73435","91","250","A","1483"
"589127460","73599","173","192","A","1351"
"589179871","73407","274","45","A","1110"
"589293188","74022","158","193","A","643"
"589303703","73820","256","111","A","453"
"589338989","74078","149","100","A","1979"
"589367943","72989","295","243","A","844"
"589374550","73510","288","240","A","3196"
"589449032","72996","160","137","A","2453"
"589454279","74029","150","278","A","3795"
"589638403","73495","184","245","A","3157"
"589688883","73198","254","108","A","4063"
"589703774","73619","128","287","A","2299"
"589830686","73251","288","29","A","3230"
"589904243","73701","243","178","A","2865"
"589906189","73929","4","147","A","2667"
"589914921","73172","6","255","A","4571"
"589924700","73267","288","134","A","690"
"589939410","73889","36","118","A","3186"
"590004211","73340","80","191","A","2627"
"590015929","73398","189","267","A","1319"
"590033452","73753","37","97","A","2619"
"590117241","73796","84","37","A","3390"
"590327465","73590","262","281","A","3763"
"590340650","73833","243","264","A","248"
"590404307","73554","9","257","A","1907"
"590407424","73143","31","146","A","3869"
"590511600","73422","118","273","A","3896"
"590659677","73741","176","193","A","1798"
"590719803","73757","82","242","C","1254"
"590720521","72965","296","16","A","4519"
"590728926","73749","284","218","A","3628"
"590758117","74111","135","186","A","4949"
"590784876","73101","153","134","A","3850"
"590817258","73183","248","186","A","2593"
"590877304","73630","297","207","A","3801"
"591136305","73200","300","24","A","2296"
"591146320","74113","275","181","A","2015"
"591194873","73371","258","85","A","4823"
"591228194","73799","218","242","A","167"
"591249245","73591","114","23","A","571"
"591283629","73264","50","176","A","225"
"591283981","73024","300","231","A","3517"
"591465734","73123","111","236","A","1952"
"591486458","73718","131","25","A","4153"
"591548257","73471","73","281","A","3688"
"591621737","73849","230","94","A","555"
"591634108","73368","29","164","A","4355"
"591675585","73925","138","253","A","4578"
"591686444","73810","96","146","A","4256"
"591736975","72960","290","134","A","2021"
"591764089","73663","143","213","A","4260"
"591794793","73897","72","90","A","4281"
"591806263","73389","120","54","A","4306"
"591835713","73868","5","41","A","3982"
"591856827","73131","48","88","A","4967"
"591865301","73101","39","224","A","3731"
"591890434","73421","145","101","A","3375"
"591898420","73094","205","100","A","2044"
"591960110","73442","99","86","A","836"
"592101726","73439","196","39","A","3948"
"592155184","74013","122","212","A","3749"
"592197583","73827","280","3","A","2123"
"592211956","73207","294","85","A","3997"
"592242421","72977","160","97","A","291"
"592663064","73972","52","145","B","2207"
"592694349","73646","229","14","A","4907"
"592776457","73587","22","160","A","4751"
"592782308","73343","6","87","A","1211"
"592877373","74030","192","230","A","579"
"592884369","73684","107","237","A","1299"
"592911359","73925","164","138","A","1703"
"592930553","73416","237","29","A","1068"
"592949680","73407","36","180","A","3834"
"592951350","73075","211","15","A","1529"
"592988715","73739","88","163","A","3062"
"593004720","73297","124","245","A","4126"
"593061781","73117","28","42","A","4845"
"593176546","73494","21","70","A","2078"
"593262322","73390","274","102","A","3573"
"593396494","73819","90","88","A","3322"
"593431328","73132","266","250","A","4358"
"593496799","73768","134","68","A","3713"
"593508302","73686","178","191","A","1174"
"593514142","73747","125","140","A","2236"
"593699235","73692","106","221","A","4767"
"593740783","73771","118","165","A","4809"
"593841235","73938","44","264","A","2380"
"593938812","73550","51","153","A","187"
"594056749","74073","200","20","A","2345"
"594108536","73798","230","166","A","3995"
"594152359","73503","84","134","A","2212"
"594233456","73367","64","79","A","4210"
"594302669","73248","51","88","A","2202"
"594412303","74070","257","283","A","4246"
"594467621","73214","164","102","A","4856"
"594567355","73037","201","197","A","1703"
"594636570","72949","238","229","A","296"
"594668381","72980","223","125","A","4010"
"594696086","73237","45","207","A","4894"
"594803395","73391","92","155","A","804"
"594832958","74069","113","23","A","3050"
"594893637","72971","133","58","A","102"
"594953483","73229","166","225","A","3081"
"595110450","73060","129","128","A","1728"
"595278082","73946","283","266","A","3892"
"595335413","73066","152","45","A","2810"
"595345035","73943","85","119","A","4748"
"595428366","74017","261","18","A","125"
"595496325","73064","38","296","A","3830"
"595528441","73238","101","85","A","1690"
"595718460","73084","12","243","A","495"
"595770730","73532","39","76","A","4134"
"595920493","73966","186","4","A","3100"
"595942291","73785","293","188","A","2806"
"595973303","73716","51","174","A","4820"
"595978368","74111","186","137","A","4452"
"595987870","73534","17","276","A","4190"
"595993738","73623","161","207","A","793"
"596038746","73880","14","21","A","749"
"596087567","73994","47","70","A","334"
"596169622","73693","178","131","A","1486"
"596186607","73484","216","146","A","224"
"596208671","73402","55","58","A","3079"
"596294653","73831","75","269","A","4821"
"596330860","73021","229","265","A","171"
"596493914","73950","149","87","A","1575"
"596499437","73983","113","53","A","934"
"596524205","73904","37","142","A","1478"
"596546100","73263","100","108","A","3127"
"596621259","73585","70","65","A","3936"
"596659153","73019","254","165","A","3632"
"596661588","73168","102","141","A","2310"
"596665706","73390","102","118","A","2155"
"596751887","74004","6","162","A","2927"
"596752149","73958","157","33","A","3665"
"596793958","73371","167","258","A","3306"
"596971670","73201","273","149","A","179"
"596986066","74029","253","300","B","1358"
"597111742","72967","103","293","B","1767"
"597118592","73986","273","184","A","4804"
"597168269","73961","15","160","A","182"
"597201526","74027","6","227","A","4074"
"597204083","73946","266","75","A","3272"
"597208874","73047","84","1","A","3149"
"597298672","73256","119","82","A","373"
"597342698","74019","67","281","A","3521"
"597359581","73119","211","134","A","743"
"597420130","73435","79","3","A","4372"
"597448747","73152","152","36","A","4598"
"597457612","74100","206","174","A","2725"
"597461207","73585","297","6","A","4850"
"597473485","73502","57","265","A","4852"
"597513988","73565","70","23","A","1313"
"597514144","73692","88","52","A","289"
"597588075","73529","167","187","A","1494"
"597604974","73050","245","150","A","3985"
"597660108","73552","158","170","A","4796"
"597898887","73250","194","289","A","4519"
"598047352","73947","183","241","A","4263"
"598051947","73175","228","248","A","3389"
"598067356","73556","279","234","A","589"
"598084860","73739","223","150","A","4307"
"598089806","73716","51","174","A","1809"
"598267854","73358","209","27","A","2667"
"598282965","73806","190","212","A","4129"
"598320969","73220","48","241","A","3286"
"598335180","73199","124","20","A","2997"
"598349063","73927","143","259","A","4870"
"598501721","73765","126","75","A","1530"
"598516880","73934","113","213","A","1253"
"598557764","73691","267","7","A","4251"
"598586062","72943","10","193","A","1547"
"598712792","73797","109","252","A","2779"
"598810196","73943","207","151","A","3283"
"598811981","73120","69","224","A","3375"
"598922128","73712","243","136","A","4460"
"598946319","72961","284","263","A","3565"
"599011011","73693","178","156","A","4442"
"599031392","73125","101","151","A","1288"
"599066372","73675","155","203","A","2252"
"599112076","74041","193","43","A","723"
"599300059","73782","237","102","A","3634"
"599425036","73324","268","186","A","956"
"599465803","73331","61","106","A","2621"
"599558642","73124","235","216","A","1991"
"599564831","73035","204","103","A","681"
"599601327","73490","177","222","A","2792"
"599709802","73382","181","199","C","1208"
"599780592","73603","235","277","A","2779"
"599781768","73165","207","159","A","3144"
"599863209","73884","129","144","A","3745"
"599931710","73337","230","156","A","3232"
"600006045","73807","118","196","A","305"
"600009740","73504","6","275","A","839"
"600033919","73938","186","38","A","4569"
"600149957","73813","15","46","A","3138"
"600195694","73006","101","102","A","4820"
"600249412","73405","232","83","A","1634"
"600324128","73782","218","106","A","4733"
"600344899","73798","230","166","A","4784"
"600380854","73054","95","274","A","3761"
"600439745","73565","259","2","A","1241"
"600443171","73314","53","296","A","4014"
"600498061","73900","60","159","A","949"
"600502555","73221","47","71","A","4958"
"600598513","73695","141","235","A","1987"
"600807720","73814","134","90","A","1398"
"600855404","73497","180","183","A","3191"
"600940615","73873","186","220","A","744"
"600943142","73098","254","256","A","927"
"601005326","73177","69","284","A","3767"
"601036443","73411","131","96","A","710"
"601121401","73558","64","108","A","1572"
"601209513","73385","12","272","A","1657"
"601219641","73188","9","50","A","3557"
"601234957","73911","298","279","A","4060"
"601288279","73778","89","193","A","2792"
"601335430","73872","247","79","A","2411"
"601365682","73283","186","4","A","2770"
"601415676","74053","234","176","A","1418"
"601488386","73362","185","38","A","4817"
"601540418","73796","131","161","A","3713"
"601617115","73416","31","237","A","3425"
"601700681","73344","61","240","A","1392"
"601712316","73384","192","229","A","4266"
"601731984","73728","282","182","A","4852"
"601773563","73241","236","7","A","1115"
"601836221","74026","209","75","A","796"
"601908510","73765","2","276","A","3476"
"601930680","73666","99","165","A","3518"
"602007365","73485","75","274","A","3569"
"602009739","73363","61","260","A","3202"
"602225935","73722","12","122","A","1622"
"602449640","73825","32","235","A","1754"
"602489648","73632","200","186","A","291"
"602523772","72969","105","66","A","2574"
"602554031","73176","199","234","A","391"
"602766419","73869","175","102","A","1662"
"602778565","73861","216","237","A","3030"
"602786182","73780","123","261","A","4669"
"602881230","74016","191","44","A","2952"
"602908129","73925","205","253","A","4450"
"602938357","73806","15","212","A","2228"
"603217559","73462","262","251","A","1097"
"603323411","73130","215","96","A","3395"
"603452797","73534","76","108","A","3770"
"603754470","73504","105","288","A","795"
"603767084","73832","63","81","C","3751"
"603798858","72954","127","211","A","4459"
"603823850","74088","202","149","A","4811"
"603856679","73667","89","2","A","4409"
"603865096","74114","33","223","A","1545"
"603896694","73858","242","12","A","4656"
"604072816","74007","16","54","A","329"
"604257343","72950","19","246","A","1401"
"604264233","73793","233","244","A","2191"
"604319792","74035","164","155","A","2793"
"604341428","73066","152","110","A","3148"
"604396778","73706","45","134","A","3915"
"604435806","74108","216","132","A","3232"
"604535605","72988","257","10","A","4258"
"604536084","73198","85","196","A","3188"
"604685975","73690","255","107","A","181"
"604688495","73205","94","257","A","2228"
"604782591","73964","299","91","A","243"
"604783464","73181","22","259","A","4622"
"604815387","73407","36","236","A","4390"
"604847165","74021","79","110","A","2791"
"604866449","73439","75","200","A","646"
"605176279","73648","69","189","A","3059"
"605211718","73226","71","161","A","2393"
"605232244","73075","15","211","A","3578"
"605246146","73456","292","199","A","1905"
"605260241","73013","97","300","A","1767"
"605285378","73488","154","204","A","1896"
"605300347","72973","238","152","A","738"
"605330473","73301","145","9","A","1549"
"605342378","73229","280","110","A","236"
"605443665","73056","127","285","A","2250"
"605492544","73130","250","215","A","2236"
"605504518","73816","40","282","A","4469"
"605614963","74063","12","9","A","995"
"605684415","73235","193","24","A","1712"
"605685330","72977","83","160","A","3501"
"605727407","73026","279","107","A","2133"
"605821384","73669","300","48","A","1395"
"605955662","73351","189","252","A","1060"
"605967943","73379","148","26","A","927"
"606043349","73713","93","2","A","1951"
"606060934","73372","218","179","A","4665"
"606079240","73065","178","39","A","3013"
"606136742","73875","248","16","A","518"
"606206564","73981","122","284","A","1734"
"606257689","73895","273","299","A","3771"
"606262158","73262","89","65","A","3523"
"606277916","73796","161","84","A","4179"
"606288903","73886","28","201","A","1307"
"606350238","73227","194","197","A","4950"
"606378590","74046","235","152","A","1467"
"606426858","73529","187","271","A","563"
"606638171","73671","178","249","A","4517"
"606645756","73826","274","286","A","4792"
"606679366","73979","75","240","A","1679"
"606694141","73149","150","233","A","2047"
"606862847","73179","297","264","A","2487"
"606885291","73375","221","32","A","4329"
"606914041","73993","275","120","A","3085"
"607005356","73864","12","52","A","551"
"607014508","73475","12","236","A","3179"
"607027995","73963","129","195","A","2933"
"607072229","73772","163","143","A","3827"
"607082626","73275","102","118","A","4597"
"607259273","73102","26","153","A","2581"
"607288254","73581","153","201","A","640"
"607392991","73874","202","195","A","3552"
"607523784","73857","269","219","A","3619"
"607566638","73153","3","42","A","4966"
"607623744","73424","36","148","A","3942"
"607691640","74019","146","104","A","1818"
"607781064","73667","280","167","A","1777"
"607781288","73636","138","177","A","4016"
"607805996","72966","4","271","A","2485"
"607895137","73011","145","8","A","2976"
"607922213","73859","260","203","A","2872"
"608027993","73165","168","3","A","2927"
"608033914","73375","221","242","A","2366"
"608253342","73108","65","275","A","1132"
"608255393","73468","203","257","A","1084"
"608300792","74078","67","149","A","4101"
"608322106","74002","120","154","A","2030"
"608332018","74006","96","16","A","134"
"608363081","73912","218","231","A","1326"
"608489453","73149","233","150","A","3625"
"608533742","73764","237","102","A","2595"
"608561236","73227","261","194","A","4424"
"608995160","73503","84","180","A","2028"
"609000950","73305","199","145","A","3697"
"609005465","73478","43","146","A","2543"
"609008486","73216","212","7","A","3358"
"609016745","73303","65","148","A","1102"
"609046597","73180","259","162","A","4832"
"609087354","73040","259","234","A","2283"
"609118408","74011","273","172","A","4182"
"609120193","74110","3","158","A","4033"
"609280194","73545","29","160","A","2665"
"609310759","73433","266","216","A","3749"
"609330002","73149","150","233","A","434"
"609412246","73887","209","297","A","2353"
"609509493","73098","286","254","A","1143"
"609552417","73867","13","164","A","2287"
"609562243","73182","37","51","A","1508"
"609562729","74053","96","234","A","1861"
"609568207","73661","37","106","A","1297"
"609572460","73701","51","178","A","4448"
"609583291","72947","63","150","C","3259"
"609617918","73242","284","118","A","2972"
"609663008","73806","225","165","A","3674"
"609715288","73586","248","118","A","4721"
"609795365","73152","218","36","A","1741"
"609938312","73327","294","243","A","3114"
"610003052","73298","14","105","A","417"
"610087215","73709","11","10","A","1864"
"610154363","73787","264","289","A","4008"
"610156374","73818","124","16","A","891"
"610166286","73896","298","74","A","3822"
"610193842","73001","83","211","A","4191"
"610214853","73248","51","88","A","225"
"610229402","73998","76","55","A","4838"
"610442649","73885","104","272","A","460"
"610464750","73645","111","142","A","3589"
"610499097","73852","172","87","A","1303"
"610499476","73258","167","163","A","2018"
"610610516","73481","83","274","A","1697"
"610661900","72975","274","166","A","144"
"610675836","73549","15","282","A","3224"
"610734822","73304","270","218","A","3258"
"610738341","73593","148","14","A","733"
"610765273","73628","226","219","A","2256"
"610789926","73843","9","110","A","3110"
"610920068","73377","97","174","A","3669"
"610924965","73489","163","256","A","4090"
"610982967","73028","4","79","A","4922"
"610994321","73452","102","269","A","3228"
"611037230","74078","121","47","A","1260"
"611038586","73278","76","133","A","3747"
"611075351","74039","156","81","A","2436"
"611086951","73182","159","51","A","4115"
"611091464","73433","263","35","A","4208"
"611100341","73395","272","229","A","337"
"611191098","73624","280","22","A","2681"
"611192294","72975","274","93","A","4787"
"611279862","73490","222","29","A","343"
"611284098","73345","245","86","A","2220"
"611294728","73316","141","140","A","3805"
"611364133","73397","40","182","A","3053"
"611384153","73157","51","144","A","969"
"611395495","73237","175","186","A","1756"
"611420046","73223","273","256","A","2838"
"611454748","73878","206","26","A","3545"
"611470533","74103","299","251","A","4014"
"611619844","73262","89","144","A","2537"
"611651523","72998","194","149","A","3780"
"611661968","73926","231","291","A","2079"
"611666117","73943","203","78","A","4939"
"611674888","73515","7","264","A","3036"
"611845702","73837","22","34","A","1477"
"611912055","73039","159","281","A","3158"
"611935200","73902","225","243","A","717"
"611964888","74053","176","263","A","3554"
"612049378","73800","61","67","A","3036"
"612064643","73632","45","47","A","3538"
"612082434","73432","7","76","A","3049"
"612257210","73216","77","7","A","1991"
"612282408","73979","81","166","A","3780"
"612302678","73550","186","141","A","2336"
"612314192","73706","37","134","A","3348"
"612369040","74059","158","260","A","2953"
"612369400","73087","199","43","A","1496"
"612395794","73529","277","263","A","955"
"612404985","73638","11","90","A","217"
"612458975","73312","254","53","A","3247"
"612559486","74101","139","192","A","1409"
"612656093","73715","286","254","A","4643"
"612776626","73786","156","90","A","2521"
"612829227","73623","207","161","A","4948"
"612832043","73529","167","219","A","1565"
"612849158","73668","48","71","A","403"
"612883075","73812","52","162","B","3335"
"612894246","73703","195","69","A","1207"
"612999470","73969","247","260","A","2042"
"613293003","73417","12","298","A","447"
"613302080","73951","264","114","A","984"
"613331522","73399","162","146","A","132"
"613367946","72948","222","85","A","1813"
"613370915","73068","17","258","A","3102"
"613556139","73946","135","22","A","1090"
"613617120","73300","149","253","A","2987"
"613649134","73999","79","182","A","2590"
"613652767","73628","226","219","A","2503"
"613694021","73571","167","206","A","4236"
"613753034","73017","84","256","A","4264"
"613760155","73234","288","41","A","3201"
"613825477","73184","84","229","A","1455"
"613995608","73664","222","266","A","985"
"613999038","74024","16","228","A","685"
"614106064","73248","51","88","A","4711"
"614150313","73106","196","291","A","3058"
"614212922","73906","225","13","A","1223"
"614239029","73964","35","99","A","3399"
"614304335","73081","258","246","A","4059"
"614325861","73459","116","103","A","483"
"614422079","73804","188","220","A","1629"
"614838623","73903","23","212","A","4432"
"614844582","73635","132","283","A","481"
"614888788","73466","86","146","A","2533"
"615010917","73816","62","226","A","1482"
"615070089","73198","188","254","A","4122"
"615138492","73509","136","189","A","3160"
"615176817","73239","264","238","A","4909"
"615277116","73530","247","99","A","348"
"615612854","73719","225","209","A","3138"
"615632888","73047","119","277","A","2707"
"615702259","73651","180","128","A","2120"
"615736804","73330","188","15","A","963"
"615840541","73114","163","160","A","1076"
"615845677","73916","202","52","A","1525"
"615861496","73825","235","57","A","1257"
"615891996","73582","35","227","A","2214"
"615914913","73994","182","166","A","2433"
"615952399","73797","139","21","A","3708"
"615986006","73677","269","221","A","2919"
"616011830","73361","281","254","A","3595"
"616019349","73266","29","11","A","4234"
"616031827","73997","237","31","A","2041"
"616109882","73310","87","204","A","1383"
"616147094","73856","229","73","A","2335"
"616350855","73849","88","256","A","3745"
"616388996","73818","153","169","A","3726"
"616394913","73408","289","191","A","1072"
"616396009","74005","232","258","A","1720"
"616404606","73454","102","188","A","4952"
"616518545","73223","256","273","A","381"
"616521203","73529","109","143","A","3687"
"616629119","73892","54","201","A","2555"
"616749046","73679","232","115","A","3431"
"616785658","73765","63","2","C","2777"
"616833043","73065","39","247","A","901"
"616890612","73935","51","249","A","3137"
"616937928","73086","68","262","A","4260"
"616939512","73032","78","173","A","3759"
"616967256","73262","65","39","A","1126"
"616972014","73812","262","258","A","1997"
"616978125","73938","264","143","A","4376"
"617042385","73078","46","95","A","3403"
"617102901","73028","161","79","A","2460"
"617146256","74009","106","61","A","2362"
"617188319","73505","16","53","A","2333"
"617241636","73277","211","78","A","1696"
"617301438","74003","291","22","A","978"
"617319949","73194","227","117","A","929"
"617349505","74052","249","267","A","1315"
"617358071","73842","277","215","A","2274"
"617566943","73004","270","61","A","4369"
"617590044","74070","122","272","A","2287"
"617614181","73131","194","225","A","3856"
